timestamp,source,destination,bandwidth
2005-04-21 16:00:00,17,11,17436.8178
2005-04-21 16:15:00,17,11,18767.1111
2005-04-21 16:30:00,17,11,19999.1467
2005-04-21 16:45:00,17,11,23532.6044
2005-04-21 17:00:00,17,11,25888.9333
2005-04-21 17:15:00,17,11,23670.48
2005-04-21 17:30:00,17,11,23331.8578
2005-04-21 17:45:00,17,11,24156.4356
2005-04-21 18:00:00,17,11,24716.56
2005-04-21 18:15:00,17,11,23296.32
2005-04-21 18:30:00,17,11,24127.7778
2005-04-21 18:45:00,17,11,24783.4844
2005-04-21 19:00:00,17,11,27902.3111
2005-04-21 19:15:00,17,11,27585.7333
2005-04-21 19:30:00,17,11,28424.4622
2005-04-21 19:45:00,17,11,28430.8978
2005-04-21 20:00:00,17,11,31410.32
2005-04-21 20:15:00,17,11,29202.72
2005-04-21 20:30:00,17,11,28054.4089
2005-04-21 20:45:00,17,11,26884.9956
2005-04-21 21:00:00,17,11,27331.6356
2005-04-21 21:15:00,17,11,27648.5778
2005-04-21 21:30:00,17,11,26131.4756
2005-04-21 21:45:00,17,11,26245.5556
2005-04-21 22:00:00,17,11,27049.6267
2005-04-21 22:15:00,17,11,25622.5778
2005-04-21 22:30:00,17,11,28511.1822
2005-04-21 22:45:00,17,11,23942.4267
2005-04-21 23:00:00,17,11,23885.0933
2005-04-21 23:15:00,17,11,23410.1156
2005-04-21 23:30:00,17,11,25038.7111
2005-04-21 23:45:00,17,11,21655.4222
2005-04-22 00:00:00,17,11,23779.68
2005-04-22 00:15:00,17,11,22938.0089
2005-04-22 00:30:00,17,11,20398.5067
2005-04-22 00:45:00,17,11,17618.0533
2005-04-22 01:00:00,17,11,16741.44
2005-04-22 01:15:00,17,11,18075.1556
2005-04-22 01:30:00,17,11,18849.4222
2005-04-22 01:45:00,17,11,19391.6533
2005-04-22 02:00:00,17,11,16845.5111
2005-04-22 02:15:00,17,11,16668.0089
2005-04-22 02:30:00,17,11,17713.6
2005-04-22 02:45:00,17,11,17952.48
2005-04-22 03:00:00,17,11,19579.8756
2005-04-22 03:15:00,17,11,16070.4533
2005-04-22 03:30:00,17,11,15794.5867
2005-04-22 03:45:00,17,11,15520.32
2005-04-22 04:00:00,17,11,15448.9778
2005-04-22 04:15:00,17,11,15618.2756
2005-04-22 04:30:00,17,11,14955.7067
2005-04-22 04:45:00,17,11,14975.84
2005-04-22 05:00:00,17,11,15275.3956
2005-04-22 05:15:00,17,11,14719.8933
2005-04-22 05:30:00,17,11,16342.1511
2005-04-22 05:45:00,17,11,16067.7867
2005-04-22 06:00:00,17,11,16534.72
2005-04-22 06:15:00,17,11,16424.3822
2005-04-22 06:30:00,17,11,16347.8044
2005-04-22 06:45:00,17,11,16377.2178
2005-04-22 07:00:00,17,11,14201.4222
2005-04-22 07:15:00,17,11,16078.2311
2005-04-22 07:30:00,17,11,18081.2622
2005-04-22 07:45:00,17,11,16478.0889
2005-04-22 08:00:00,17,11,13765.0222
2005-04-22 08:15:00,17,11,16103.0578
2005-04-22 08:30:00,17,11,16047.7511
2005-04-22 08:45:00,17,11,16017.3689
2005-04-22 09:00:00,17,11,15004.3378
2005-04-22 09:15:00,17,11,14942.3111
2005-04-22 09:30:00,17,11,15120.4
2005-04-22 09:45:00,17,11,12615.0489
2005-04-22 10:00:00,17,11,14899.5111
2005-04-22 10:15:00,17,11,15014.3467
2005-04-22 10:30:00,17,11,13143.6267
2005-04-22 10:45:00,17,11,12589.6178
2005-04-22 11:00:00,17,11,14758.8
