timestamp,source,destination,bandwidth
2005-04-21 16:00:00,21,11,261.3956
2005-04-21 16:15:00,21,11,130.0356
2005-04-21 16:30:00,21,11,383.1378
2005-04-21 16:45:00,21,11,129.44
2005-04-21 17:00:00,21,11,941.92
2005-04-21 17:15:00,21,11,168.8444
2005-04-21 17:30:00,21,11,96.4622
2005-04-21 17:45:00,21,11,347.8133
2005-04-21 18:00:00,21,11,1759.76
2005-04-21 18:15:00,21,11,370.0267
2005-04-21 18:30:00,21,11,259.9111
2005-04-21 18:45:00,21,11,217.1733
2005-04-21 19:00:00,21,11,171.8489
2005-04-21 19:15:00,21,11,293.68
2005-04-21 19:30:00,21,11,231.2089
2005-04-21 19:45:00,21,11,79.04
2005-04-21 20:00:00,21,11,137.1022
2005-04-21 20:15:00,21,11,285.5022
2005-04-21 20:30:00,21,11,193.44
2005-04-21 20:45:00,21,11,430.32
2005-04-21 21:00:00,21,11,133.5022
2005-04-21 21:15:00,21,11,119.0311
2005-04-21 21:30:00,21,11,116.3022
2005-04-21 21:45:00,21,11,229.4489
2005-04-21 22:00:00,21,11,183.3956
2005-04-21 22:15:00,21,11,170.4356
2005-04-21 22:30:00,21,11,86.3467
2005-04-21 22:45:00,21,11,653.3867
2005-04-21 23:00:00,21,11,62.4444
2005-04-21 23:15:00,21,11,291.0133
2005-04-21 23:30:00,21,11,200.4533
2005-04-21 23:45:00,21,11,77.2089
2005-04-22 00:00:00,21,11,472.5244
2005-04-22 00:15:00,21,11,133.3067
2005-04-22 00:30:00,21,11,183.52
2005-04-22 00:45:00,21,11,104.56
2005-04-22 01:00:00,21,11,114.9156
2005-04-22 01:15:00,21,11,149.04
2005-04-22 01:30:00,21,11,98.24
2005-04-22 01:45:00,21,11,401.4844
2005-04-22 02:00:00,21,11,100.88
2005-04-22 02:15:00,21,11,140.5067
2005-04-22 02:30:00,21,11,717.6622
2005-04-22 02:45:00,21,11,140.8267
2005-04-22 03:00:00,21,11,94.0711
2005-04-22 03:15:00,21,11,31.2533
2005-04-22 03:30:00,21,11,119.44
2005-04-22 03:45:00,21,11,136.3378
2005-04-22 04:00:00,21,11,102.2844
2005-04-22 04:15:00,21,11,72.08
2005-04-22 04:30:00,21,11,104.8533
2005-04-22 04:45:00,21,11,287.2889
2005-04-22 05:00:00,21,11,217.6
2005-04-22 05:15:00,21,11,56.8444
2005-04-22 05:30:00,21,11,109.8844
2005-04-22 05:45:00,21,11,113.3067
2005-04-22 06:00:00,21,11,70.7911
2005-04-22 06:15:00,21,11,249.92
2005-04-22 06:30:00,21,11,45.2356
2005-04-22 06:45:00,21,11,96.5333
2005-04-22 07:00:00,21,11,60.5778
2005-04-22 07:15:00,21,11,84.9867
2005-04-22 07:30:00,21,11,102.0
2005-04-22 07:45:00,21,11,88.5333
2005-04-22 08:00:00,21,11,94.0978
2005-04-22 08:15:00,21,11,121.6267
2005-04-22 08:30:00,21,11,73.2711
2005-04-22 08:45:00,21,11,109.84
2005-04-22 09:00:00,21,11,94.7378
2005-04-22 09:15:00,21,11,57.6444
2005-04-22 09:30:00,21,11,84.1778
2005-04-22 09:45:00,21,11,70.5067
2005-04-22 10:00:00,21,11,57.3511
2005-04-22 10:15:00,21,11,280.0356
2005-04-22 10:30:00,21,11,349.4844
2005-04-22 10:45:00,21,11,193.8578
2005-04-22 11:00:00,21,11,46.2222
2005-04-22 11:15:00,21,11,50.7378
2005-04-22 11:30:00,21,11,57.1556
2005-04-22 11:45:00,21,11,77.5022
2005-04-22 12:00:00,21,11,68.6667
2005-04-22 12:15:00,21,11,365.9733
2005-04-22 12:30:00,21,11,139.2267
2005-04-22 12:45:00,21,11,41.92
2005-04-22 13:00:00,21,11,148.9511
2005-04-22 13:15:00,21,11,123.1911
2005-04-22 13:30:00,21,11,259.12
2005-04-22 13:45:00,21,11,82.2133
2005-04-22 14:00:00,21,11,122.3289
2005-04-22 14:15:00,21,11,50.4267
2005-04-22 14:30:00,21,11,83.76
2005-04-22 14:45:00,21,11,37.2889
2005-04-22 15:00:00,21,11,53.0311
2005-04-22 15:15:00,21,11,233.4933
2005-04-22 15:30:00,21,11,162.5778
2005-04-22 15:45:00,21,11,93.7244
2005-04-22 16:00:00,21,11,490.5511
2005-04-22 16:15:00,21,11,113.6889
2005-04-22 16:30:00,21,11,367.7778
2005-04-22 16:45:00,21,11,307.9111
2005-04-22 17:00:00,21,11,100.7467
2005-04-22 17:15:00,21,11,267.6622
2005-04-22 17:30:00,21,11,318.4889
2005-04-22 17:45:00,21,11,300.2044
2005-04-22 18:00:00,21,11,327.4044
2005-04-22 18:15:00,21,11,287.1467
2005-04-22 18:30:00,21,11,315.4133
2005-04-22 18:45:00,21,11,333.04
2005-04-22 19:00:00,21,11,297.0222
2005-04-22 19:15:00,21,11,232.1867
2005-04-22 19:30:00,21,11,154.6578
2005-04-22 19:45:00,21,11,171.52
2005-04-22 20:00:00,21,11,153.68
2005-04-22 20:15:00,21,11,123.0133
2005-04-22 20:30:00,21,11,125.4578
2005-04-22 20:45:00,21,11,178.5422
2005-04-22 21:00:00,21,11,596.9067
2005-04-22 21:15:00,21,11,144.4978
2005-04-22 21:30:00,21,11,238.8178
2005-04-22 21:45:00,21,11,302.2133
2005-04-22 22:00:00,21,11,196.4889
2005-04-22 22:15:00,21,11,183.2978
2005-04-22 22:30:00,21,11,133.2711
2005-04-22 22:45:00,21,11,320.32
2005-04-22 23:00:00,21,11,208.1867
2005-04-22 23:15:00,21,11,133.04
2005-04-22 23:30:00,21,11,73.3244
2005-04-22 23:45:00,21,11,207.7156
