timestamp,source,destination,bandwidth
2005-04-21 16:00:00,4,11,364.24
2005-04-21 16:15:00,4,11,745.9467
2005-04-21 16:30:00,4,11,1046.5156
2005-04-21 16:45:00,4,11,917.9644
2005-04-21 17:00:00,4,11,799.5111
2005-04-21 17:15:00,4,11,819.1467
2005-04-21 17:30:00,4,11,769.1822
2005-04-21 17:45:00,4,11,1267.7956
2005-04-21 18:00:00,4,11,1951.9911
2005-04-21 18:15:00,4,11,3221.68
2005-04-21 18:30:00,4,11,1180.6844
2005-04-21 18:45:00,4,11,1046.7467
2005-04-21 19:00:00,4,11,1100.8889
2005-04-21 19:15:00,4,11,1005.2711
2005-04-21 19:30:00,4,11,891.6
2005-04-21 19:45:00,4,11,1175.5467
2005-04-21 20:00:00,4,11,1038.08
2005-04-21 20:15:00,4,11,755.5289
2005-04-21 20:30:00,4,11,908.9689
2005-04-21 20:45:00,4,11,1201.3511
2005-04-21 21:00:00,4,11,907.1022
2005-04-21 21:15:00,4,11,1069.4489
2005-04-21 21:30:00,4,11,1329.4578
2005-04-21 21:45:00,4,11,1430.9156
2005-04-21 22:00:00,4,11,1965.5822
2005-04-21 22:15:00,4,11,1482.5244
2005-04-21 22:30:00,4,11,913.0578
2005-04-21 22:45:00,4,11,2238.1156
2005-04-21 23:00:00,4,11,1593.5644
2005-04-21 23:15:00,4,11,1614.3644
2005-04-21 23:30:00,4,11,1373.36
2005-04-21 23:45:00,4,11,1199.76
2005-04-22 00:00:00,4,11,1325.52
2005-04-22 00:15:00,4,11,1533.2178
2005-04-22 00:30:00,4,11,1162.0356
2005-04-22 00:45:00,4,11,1830.1778
2005-04-22 01:00:00,4,11,1587.0044
2005-04-22 01:15:00,4,11,1269.84
2005-04-22 01:30:00,4,11,1374.9333
2005-04-22 01:45:00,4,11,1428.5689
2005-04-22 02:00:00,4,11,1356.3289
2005-04-22 02:15:00,4,11,1119.1911
2005-04-22 02:30:00,4,11,1151.5111
2005-04-22 02:45:00,4,11,1107.5556
2005-04-22 03:00:00,4,11,1218.2756
2005-04-22 03:15:00,4,11,1259.1111
2005-04-22 03:30:00,4,11,1110.5778
2005-04-22 03:45:00,4,11,1212.9956
2005-04-22 04:00:00,4,11,1404.1422
2005-04-22 04:15:00,4,11,1601.5911
2005-04-22 04:30:00,4,11,1241.2444
2005-04-22 04:45:00,4,11,850.9156
2005-04-22 05:00:00,4,11,837.1822
2005-04-22 05:15:00,4,11,823.8667
