timestamp,source,destination,bandwidth
2005-04-21 16:00:00,5,11,1.6711
2005-04-21 16:15:00,5,11,59.9111
2005-04-21 16:30:00,5,11,40.4622
2005-04-21 16:45:00,5,11,19.84
2005-04-21 17:00:00,5,11,86.8533
2005-04-21 17:15:00,5,11,66.9867
2005-04-21 17:30:00,5,11,14.2489
2005-04-21 17:45:00,5,11,39.6444
2005-04-21 18:00:00,5,11,29.3956
2005-04-21 18:15:00,5,11,77.3867
2005-04-21 18:30:00,5,11,119.9822
2005-04-21 18:45:00,5,11,91.9822
2005-04-21 19:00:00,5,11,1.3689
2005-04-21 19:15:00,5,11,15.5644
2005-04-21 19:30:00,5,11,135.7867
2005-04-21 19:45:00,5,11,128.32
2005-04-21 20:00:00,5,11,96.1778
2005-04-21 20:15:00,5,11,136.1511
2005-04-21 20:30:00,5,11,257.6711
2005-04-21 20:45:00,5,11,139.8222
2005-04-21 21:00:00,5,11,91.6711
2005-04-21 21:15:00,5,11,187.0933
2005-04-21 21:30:00,5,11,129.9822
2005-04-21 21:45:00,5,11,15.1733
2005-04-21 22:00:00,5,11,140.24
2005-04-21 22:15:00,5,11,66.8444
2005-04-21 22:30:00,5,11,43.6089
2005-04-21 22:45:00,5,11,2.8622
2005-04-21 23:00:00,5,11,0.8178
2005-04-21 23:15:00,5,11,63.9733
2005-04-21 23:30:00,5,11,109.2711
2005-04-21 23:45:00,5,11,141.3956
2005-04-22 00:00:00,5,11,1.2178
2005-04-22 00:15:00,5,11,25.1644
2005-04-22 00:30:00,5,11,62.9867
2005-04-22 00:45:00,5,11,76.1689
2005-04-22 01:00:00,5,11,136.7911
2005-04-22 01:15:00,5,11,864.3022
2005-04-22 01:30:00,5,11,380.1778
2005-04-22 01:45:00,5,11,57.44
2005-04-22 02:00:00,5,11,67.7333
2005-04-22 02:15:00,5,11,97.9111
2005-04-22 02:30:00,5,11,56.2311
2005-04-22 02:45:00,5,11,62.7111
2005-04-22 03:00:00,5,11,63.7067
2005-04-22 03:15:00,5,11,24.1778
2005-04-22 03:30:00,5,11,14.7733
2005-04-22 03:45:00,5,11,6.8622
2005-04-22 04:00:00,5,11,19.8844
2005-04-22 04:15:00,5,11,1.2978
2005-04-22 04:30:00,5,11,55.4667
2005-04-22 04:45:00,5,11,86.7022
2005-04-22 05:00:00,5,11,44.4622
2005-04-22 05:15:00,5,11,127.4489
2005-04-22 05:30:00,5,11,46.9867
2005-04-22 05:45:00,5,11,68.3911
2005-04-22 06:00:00,5,11,72.3111
2005-04-22 06:15:00,5,11,32.88
2005-04-22 06:30:00,5,11,10.3378
2005-04-22 06:45:00,5,11,16.7733
2005-04-22 07:00:00,5,11,16.6133
2005-04-22 07:15:00,5,11,26.9867
2005-04-22 07:30:00,5,11,7.0756
2005-04-22 07:45:00,5,11,18.5956
2005-04-22 08:00:00,5,11,5.3244
2005-04-22 08:15:00,5,11,18.9333
2005-04-22 08:30:00,5,11,15.6889
2005-04-22 08:45:00,5,11,14.2044
2005-04-22 09:00:00,5,11,7.5467
2005-04-22 09:15:00,5,11,4.2756
2005-04-22 09:30:00,5,11,42.7822
2005-04-22 09:45:00,5,11,11.8133
2005-04-22 10:00:00,5,11,29.6356
2005-04-22 10:15:00,5,11,49.7511
2005-04-22 10:30:00,5,11,55.2622
2005-04-22 10:45:00,5,11,38.6133
2005-04-22 11:00:00,5,11,0.8356
2005-04-22 11:15:00,5,11,3.3511
2005-04-22 11:30:00,5,11,0.3556
2005-04-22 11:45:00,5,11,62.3022
2005-04-22 12:00:00,5,11,44.1422
2005-04-22 12:15:00,5,11,23.0667
2005-04-22 12:30:00,5,11,1.0667
2005-04-22 12:45:00,5,11,27.9467
2005-04-22 13:00:00,5,11,4.3022
2005-04-22 13:15:00,5,11,23.7689
2005-04-22 13:30:00,5,11,60.8533
2005-04-22 13:45:00,5,11,51.76
2005-04-22 14:00:00,5,11,6.3733
2005-04-22 14:15:00,5,11,5.4489
2005-04-22 14:30:00,5,11,106.9956
2005-04-22 14:45:00,5,11,1.5289
2005-04-22 15:00:00,5,11,21.9289
2005-04-22 15:15:00,5,11,54.3467
2005-04-22 15:30:00,5,11,38.3733
2005-04-22 15:45:00,5,11,1.1378
2005-04-22 16:00:00,5,11,27.4667
2005-04-22 16:15:00,5,11,55.2
2005-04-22 16:30:00,5,11,56.7467
2005-04-22 16:45:00,5,11,27.0222
2005-04-22 17:00:00,5,11,21.2
2005-04-22 17:15:00,5,11,88.1956
2005-04-22 17:30:00,5,11,107.7511
2005-04-22 17:45:00,5,11,38.9956
2005-04-22 18:00:00,5,11,14.24
2005-04-22 18:15:00,5,11,3.9467
2005-04-22 18:30:00,5,11,48.4356
2005-04-22 18:45:00,5,11,59.7422
2005-04-22 19:00:00,5,11,3.1644
2005-04-22 19:15:00,5,11,2.1244
2005-04-22 19:30:00,5,11,28.32
2005-04-22 19:45:00,5,11,8.2844
2005-04-22 20:00:00,5,11,14.64
2005-04-22 20:15:00,5,11,41.6889
2005-04-22 20:30:00,5,11,81.1911
2005-04-22 20:45:00,5,11,16.4267
2005-04-22 21:00:00,5,11,26.72
2005-04-22 21:15:00,5,11,94.5156
2005-04-22 21:30:00,5,11,38.1156
2005-04-22 21:45:00,5,11,107.9556
2005-04-22 22:00:00,5,11,27.0222
2005-04-22 22:15:00,5,11,19.8489
2005-04-22 22:30:00,5,11,55.7778
2005-04-22 22:45:00,5,11,28.88
2005-04-22 23:00:00,5,11,57.2178
2005-04-22 23:15:00,5,11,83.2089
2005-04-22 23:30:00,5,11,13.8933
2005-04-22 23:45:00,5,11,26.4622
2005-04-23 00:00:00,5,11,50.8978
2005-04-23 00:15:00,5,11,534.8089
2005-04-23 00:30:00,5,11,351.3067
2005-04-23 00:45:00,5,11,71.8222
2005-04-23 01:00:00,5,11,105.0844
2005-04-23 01:15:00,5,11,380.2844
2005-04-23 01:30:00,5,11,59.0222
2005-04-23 01:45:00,5,11,364.8978
2005-04-23 02:00:00,5,11,793.6533
2005-04-23 02:15:00,5,11,111.8222
2005-04-23 02:30:00,5,11,129.7333
2005-04-23 02:45:00,5,11,113.6
2005-04-23 03:00:00,5,11,478.3111
2005-04-23 03:15:00,5,11,27.0933
2005-04-23 03:30:00,5,11,38.7289
2005-04-23 03:45:00,5,11,95.1111
2005-04-23 04:00:00,5,11,217.2444
2005-04-23 04:15:00,5,11,16.2311
2005-04-23 04:30:00,5,11,48.4622
2005-04-23 04:45:00,5,11,118.3911
2005-04-23 05:00:00,5,11,41.8933
2005-04-23 05:15:00,5,11,35.8044
2005-04-23 05:30:00,5,11,81.6089
2005-04-23 05:45:00,5,11,84.3467
2005-04-23 06:00:00,5,11,255.2889
2005-04-23 06:15:00,5,11,26.6667
2005-04-23 06:30:00,5,11,16.0
2005-04-23 06:45:00,5,11,14.5244
2005-04-23 07:00:00,5,11,1.2267
2005-04-23 07:15:00,5,11,1.0844
2005-04-23 07:30:00,5,11,23.8133
2005-04-23 07:45:00,5,11,7.1644
2005-04-23 08:00:00,5,11,64.6044
2005-04-23 08:15:00,5,11,1.76
2005-04-23 08:30:00,5,11,29.5733
2005-04-23 08:45:00,5,11,25.2711
2005-04-23 09:00:00,5,11,36.1244
2005-04-23 09:15:00,5,11,99.1022
2005-04-23 09:30:00,5,11,12.6133
2005-04-23 09:45:00,5,11,14.2578
2005-04-23 10:00:00,5,11,81.5289
2005-04-23 10:15:00,5,11,28.1244
2005-04-23 10:30:00,5,11,30.6578
2005-04-23 10:45:00,5,11,19.9467
2005-04-23 11:00:00,5,11,320.5333
2005-04-23 11:15:00,5,11,26.4622
2005-04-23 11:30:00,5,11,6.4444
2005-04-23 11:45:00,5,11,1.2089
2005-04-23 12:00:00,5,11,1.9911
2005-04-23 12:15:00,5,11,28.8178
2005-04-23 12:30:00,5,11,26.8444
2005-04-23 12:45:00,5,11,22.0356
2005-04-23 13:00:00,5,11,196.6756
2005-04-23 13:15:00,5,11,0.4622
2005-04-23 13:30:00,5,11,14.9333
2005-04-23 13:45:00,5,11,30.5422
2005-04-23 14:00:00,5,11,0.8711
2005-04-23 14:15:00,5,11,15.7956
2005-04-23 14:30:00,5,11,15.1378
2005-04-23 14:45:00,5,11,1.3067
2005-04-23 15:00:00,5,11,50.4889
2005-04-23 15:15:00,5,11,50.4889
2005-04-23 15:30:00,5,11,0.8178
2005-04-23 15:45:00,5,11,1.3778
2005-04-23 16:00:00,5,11,40.0
2005-04-23 16:15:00,5,11,14.7022
2005-04-23 16:30:00,5,11,13.9911
2005-04-23 16:45:00,5,11,6.0533
